,Name,Also known as,Description,Substitutions,Scientific name
381,buckwheat groats,,"These are buckwheat kernels that are stripped of their inedible outer coating and then crushed into smaller pieces.  Unprocessed white groats are slightly bitter, so before you cook them it's a good idea to toast them in oil for several minutes until they're rust-colored.  This removes the bitterness and brings out a pleasant, nutty flavor.  If you don't want to do this yourself, you can buy already roasted groats, called kasha.","[{'Carbs': '', 'Calories': '71.1 g', 'Salt': '356 Cals.', 'Fats': '0 mg', 'Cholesterol': '3.3 g', 'Vitamin C': '11 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '13.3 g', 'Fiber': '0 g', 'Mono fats': '4.4 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'kasha'}, {'Carbs': '', 'Calories': '72.9 g', 'Salt': '378 Cals.', 'Fats': '5 mg', 'Cholesterol': '4.2 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '8 mg', 'Sugars': '11 g', 'Fiber': '0 g', 'Mono fats': '8.5 g', 'Poly fats': '0.8 g', 'Saturated fats': '2.1 g', 'Name': 'millet'}, {'Carbs': '', 'Calories': '65.3 g', 'Salt': '371 Cals.', 'Fats': '4 mg', 'Cholesterol': '7 g', 'Vitamin C': '0 mg', 'Calcium': '4.2 mg', 'Protein': '159 mg', 'Sugars': '13.6 g', 'Fiber': '1.7 g', 'Mono fats': '6.7 g', 'Poly fats': '1.7 g', 'Saturated fats': '2.8 g', 'Name': 'amaranth seeds'}, {'Carbs': '', 'Calories': '64.2 g', 'Salt': '368 Cals.', 'Fats': '5 mg', 'Cholesterol': '6.1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '47 mg', 'Sugars': '14.1 g', 'Fiber': '0 g', 'Mono fats': '7 g', 'Poly fats': '1.6 g', 'Saturated fats': '3.3 g', 'Name': 'quinoa'}]",Fagopyrum esculentum
382,bulgur,"ala, birghil, bulgar, bulghur, bulgur wheat, burghal, burghul","Bulgur is made from whole wheat that's been soaked and baked to speed up the cooking time. It's especially popular in the Middle East, where it's used to make tabouli and pilafs. Bulgur comes either whole, or cracked into fine, medium, or coarse grains.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'cracked wheat'}, {'Carbs': '', 'Calories': '77.4 g', 'Salt': '376 Cals.', 'Fats': '10 mg', 'Cholesterol': '0.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '24 mg', 'Sugars': '12.8 g', 'Fiber': '0 g', 'Mono fats': '5 g', 'Poly fats': '0.1 g', 'Saturated fats': '0.3 g', 'Name': 'couscous'}, {'Carbs': '', 'Calories': '64.2 g', 'Salt': '368 Cals.', 'Fats': '5 mg', 'Cholesterol': '6.1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '47 mg', 'Sugars': '14.1 g', 'Fiber': '0 g', 'Mono fats': '7 g', 'Poly fats': '1.6 g', 'Saturated fats': '3.3 g', 'Name': 'quinoa'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'water'}]",Triticum aestivum
383,converted rice,parboiled rice,"This is a good compromise between nutritious brown rice and tender, fast-cooking white rice.  Converted rice is steamed before it's husked, a process that causes the grains to absorb many of the nutrients from the husk.  When cooked, the grains are more nutritious, firmer, and less clingy than white rice grains.   Uncle Ben's is a well-known brand.","[{'Carbs': '', 'Calories': '78 g', 'Salt': '360 Cals.', 'Fats': '0 mg', 'Cholesterol': '3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '8 g', 'Fiber': '0 g', 'Mono fats': '4 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'brown rice'}, {'Carbs': '', 'Name': 'white rice'}]",Oryza sativa
384,corn,"maize, sweet corn","This is the only grain that's commonly eaten as a fresh vegetable.  Native to the Americas, corn is a great source of vitamin A, fiber, and other nutrients.
When corn comes into season during the summer, it's common to see people in supermarkets peeling back husks in search of ears with perfect rows of kernels.  Don't do that yourself.  Crooked rows taste just as good as straight, and keeping the husk on helps the corn stay sweet.  Freshness is a better criterion, since the sugars in corn begin converting into starch the moment it's picked.  The best test is to sample some kernels.   Frozen corn kernels are a good substitute when fresh corn is out of season, but canned corn is only a fair substitute.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'barley flakes'}, {'Carbs': '', 'Calories': '14.5 g', 'Salt': '81 Cals.', 'Fats': '5 mg', 'Cholesterol': '0.4 g', 'Vitamin C': '0 mg', 'Calcium': '40 mg', 'Protein': '25 mg', 'Sugars': '5.4 g', 'Fiber': '5.7 g', 'Mono fats': '5.7 g', 'Poly fats': '0 g', 'Saturated fats': '0.2 g', 'Name': 'garden pea'}]",Zea mays
385,cracked wheat,,"These are cracked whole wheat kernels.  They cook faster than wheat berries, but not as fast as bulgur.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'bulgur'}]",Triticum aestivum
386,cream of rice,,,"[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'cream of wheat'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'farina'}]",Oryza sativa
387,flakes,rolled grains,"These are grains that are steamed, rolled, and flaked.   They can be cooked briefly to make a hot cereal, sprinkled on casseroles, or added to granola mixes, cookies, or soups.",[],
388,flour,,"Flours are made from grains or nuts that are finely ground to a powdery consistency.  They're used to make breads and other baked goods, but they also serve to thicken stews and sauces and to coat foods about to be fried.","[{'Carbs': '', 'Calories': '76.9 g', 'Salt': '357 Cals.', 'Fats': '1 mg', 'Cholesterol': '1.2 g', 'Vitamin C': '0 mg', 'Calcium': '0.6 mg', 'Protein': '6 mg', 'Sugars': '9.5 g', 'Fiber': '0 g', 'Mono fats': '1.9 g', 'Poly fats': '0.4 g', 'Saturated fats': '0.5 g', 'Name': 'sorghum flour'}, {'Carbs': '', 'Name': 'corn starch'}, {'Carbs': '', 'Calories': '87.5 g', 'Salt': '344 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '0 g', 'Fiber': '0 g', 'Mono fats': '3.1 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'arrowroot starch'}]",
389,germ,,"This is the exceptionally nutritious embryo found within the grain kernel.  It contains oil, so it has a relatively short shelf life.  Many cooks store small jars of it in the refrigerator, and use small amounts of it to fortify breads and cereals.",[],
390,glutinous rice,"botan rice, Chinese sweet rice, Japanese rice, mochi rice, pearl rice, sticky rice, sushi rice, sweet rice, waxy rice","Despite its name, this rice isn't sweet and it doesn't contain gluten.  Instead, it's a very sticky, short-grain rice that is widely used by Asians, who use it to make sushi and various desserts.   You can buy this as either white or black (actually a rust color) rice.","[{'Carbs': '', 'Name': 'risotto rice'}, {'Carbs': '', 'Calories': '28.7 g', 'Salt': '130 Cals.', 'Fats': '0 mg', 'Cholesterol': '0.2 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '1 mg', 'Sugars': '2.4 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0.1 g', 'Saturated fats': '0.1 g', 'Name': 'short-grain rice'}, {'Carbs': '', 'Calories': '79.3 g', 'Salt': '360 Cals.', 'Fats': '1 mg', 'Cholesterol': '0.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '9 mg', 'Sugars': '6.6 g', 'Fiber': '0 g', 'Mono fats': '1.4 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.2 g', 'Name': 'medium-grain rice'}]","Oryza sativa, glutinosa"
391,grains,"cereal grains, cereals","To get information about different forms and varieties of grains, click here. If you're looking to avoid gluten, consider a gluten-free grain, like amaranth, buckwheat, corn, quinoa, rice, and teff. ","[{'Carbs': '', 'Calories': '5 g', 'Salt': '25 Cals.', 'Fats': '30 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '48.2 mg', 'Protein': '22 mg', 'Sugars': '1.9 g', 'Fiber': '1.9 g', 'Mono fats': '2 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'cauliflower'}, {'Carbs': '', 'Calories': '11.8 g', 'Salt': '47 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '21.2 mg', 'Protein': '47 mg', 'Sugars': '0 g', 'Fiber': '2.4 g', 'Mono fats': '2.4 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'butternut squash'}, {'Carbs': '', 'Calories': '3 g', 'Salt': '14 Cals.', 'Fats': '10 mg', 'Cholesterol': '0.1 g', 'Vitamin C': '0 mg', 'Calcium': '2.8 mg', 'Protein': '18 mg', 'Sugars': '0.9 g', 'Fiber': '2 g', 'Mono fats': '1.2 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'lettuce'}, {'Carbs': '', 'Calories': '3.1 g', 'Salt': '17 Cals.', 'Fats': '8 mg', 'Cholesterol': '0.3 g', 'Vitamin C': '0 mg', 'Calcium': '17.9 mg', 'Protein': '16 mg', 'Sugars': '1.2 g', 'Fiber': '2.5 g', 'Mono fats': '1 g', 'Poly fats': '0 g', 'Saturated fats': '0.1 g', 'Name': 'zucchini'}]",
392,grits,"cracked grains, steel-cut grains",These are grains that have been cut into smaller pieces so they cook faster.,"[{'Carbs': '', 'Name': 'oatmeal'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'cream of wheat'}]",
393,hato mugi,"Job's tears, pressed barley","Look for these large, pressed barley kernels in Asian markets.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pearl barley'}]",Hordeum vulgare
394,Himalayan red rice,,"This is a Himalayan version of our long-grain brown rice, only the bran is red, not brown.","[{'Carbs': '', 'Calories': '80.9 g', 'Salt': '374 Cals.', 'Fats': '2 mg', 'Cholesterol': '1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '71 mg', 'Sugars': '7.5 g', 'Fiber': '0.3 g', 'Mono fats': '1.8 g', 'Poly fats': '0.3 g', 'Saturated fats': '0.3 g', 'Name': 'long-grain rice'}]",Oryza longistaminata
395,hominy,"posole, pozole","These are hulled corn kernels that have been stripped of their bran and germ. Southern cooks usually boil whole or ground hominy until it's tender, and then they serve it in much the same way that Northern cooks would serve potatoes.  Varieties include lye hominy, which is made by soaking corn kernels in a weak lye bath, and pearl hominy, which is made by crushing corn kernels mechanically.   White hominy is made from white corn kernels, and the sweeter yellow hominy is made from yellow.  Samp is coarsely ground or broken hominy, while hominy grits are more finely ground.  You can buy hominy canned or dried.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'barley grits'}, {'Carbs': '', 'Name': 'dried beans'}, {'Carbs': '', 'Calories': '71.5 g', 'Salt': '343 Cals.', 'Fats': '1 mg', 'Cholesterol': '3.4 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '18 mg', 'Sugars': '13.3 g', 'Fiber': '0 g', 'Mono fats': '10 g', 'Poly fats': '1 g', 'Saturated fats': '1 g', 'Name': 'buckwheat'}, {'Carbs': '', 'Calories': '20.5 g', 'Salt': '125 Cals.', 'Fats': '167 mg', 'Cholesterol': '4.2 g', 'Vitamin C': '3 mg', 'Calcium': '12.1 mg', 'Protein': '5 mg', 'Sugars': '1.9 g', 'Fiber': '1.6 g', 'Mono fats': '1.4 g', 'Poly fats': '1.5 g', 'Saturated fats': '1.3 g', 'Name': 'potato'}]",Zea mays
396,hominy grits,"corn grits, grits","This Southern staple is made from hominy or plain corn that's been ground until it has the consistency of coarse sand.  It's used as a side dish, a breakfast cereal, or as an ingredient in baked goods.  Varieties include quick-cooking grits and instant grits.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'polenta'}, {'Carbs': '', 'Calories': '71.5 g', 'Salt': '343 Cals.', 'Fats': '1 mg', 'Cholesterol': '3.4 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '18 mg', 'Sugars': '13.3 g', 'Fiber': '0 g', 'Mono fats': '10 g', 'Poly fats': '1 g', 'Saturated fats': '1 g', 'Name': 'buckwheat grits'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'barley grits'}]",Zea mays
397,hulled barley,barley groats,"This is the least processed form of barley, with just the outermost hull removed.  While it's chewier and slower to cook than more processed forms of barley, it's rich in fiber and really good for you.   Look for it in health food stores.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pot barley'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'pearl barley'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'barley grits'}, {'Carbs': '', 'Calories': '19.9 g', 'Salt': '92 Cals.', 'Fats': '150 mg', 'Cholesterol': '0.6 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '7 mg', 'Sugars': '3.4 g', 'Fiber': '0.9 g', 'Mono fats': '2.7 g', 'Poly fats': '0.2 g', 'Saturated fats': '0.2 g', 'Name': 'buckwheat groats'}]",Hordeum vulgare
398,instant oats,,"These are very thin, precooked oats that need only be mixed with a hot liquid.  They usually have flavorings and salt added.  They're convenient, but not as chewy and flavorful as slower-cooking oats.","[{'Carbs': '', 'Calories': '67.5 g', 'Salt': '375 Cals.', 'Fats': '0 mg', 'Cholesterol': '7.5 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '50 mg', 'Sugars': '12.5 g', 'Fiber': '2.5 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'quick oats'}]",Avena sativa
399,instant rice,precooked rice,"This is white rice that's been precooked and dehydrated so that it cooks quickly.   It's relatively expensive, though, and you sacrifice both flavor and texture. White instant rice cooks in about five minutes, brown in about ten.  Minute Rice is a well-known brand.","[{'Carbs': '', 'Calories': '80.9 g', 'Salt': '374 Cals.', 'Fats': '2 mg', 'Cholesterol': '1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '71 mg', 'Sugars': '7.5 g', 'Fiber': '0.3 g', 'Mono fats': '1.8 g', 'Poly fats': '0.3 g', 'Saturated fats': '0.3 g', 'Name': 'long-grain rice'}]",Oryza sativa
400,jasmine rice,"Thai basmati rice, Thai jasmine rice",Jasmine rice is a long-grain rice produced in Thailand that's sometimes used as a cheap substitute for basmati rice. It has a subtle floral aroma.   It's sold as both a brown and white rice.,"[{'Carbs': '', 'Calories': '32.4 g', 'Salt': '148 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '14 mg', 'Sugars': '3.5 g', 'Fiber': '0 g', 'Mono fats': '0.7 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'basmati rice'}, {'Carbs': '', 'Name': 'popcorn rice'}, {'Carbs': '', 'Calories': '77.8 g', 'Salt': '356 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '0 mg', 'Sugars': '6.7 g', 'Fiber': '0 g', 'Mono fats': '0 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'Patna rice'}, {'Carbs': '', 'Calories': '80.9 g', 'Salt': '374 Cals.', 'Fats': '2 mg', 'Cholesterol': '1 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '71 mg', 'Sugars': '7.5 g', 'Fiber': '0.3 g', 'Mono fats': '1.8 g', 'Poly fats': '0.3 g', 'Saturated fats': '0.3 g', 'Name': 'long-grain rice'}]",Oryza sativa
401,kalijira rice,baby basmati rice,This tiny aromatic rice is grown in Bangladesh.  It cooks fast and is especially good in rice puddings.,"[{'Carbs': '', 'Calories': '32.4 g', 'Salt': '148 Cals.', 'Fats': '0 mg', 'Cholesterol': '0 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '14 mg', 'Sugars': '3.5 g', 'Fiber': '0 g', 'Mono fats': '0.7 g', 'Poly fats': '0 g', 'Saturated fats': '0 g', 'Name': 'basmati rice'}]",Oryza sativa
402,kamut® brand berries,,"Though this contains gluten, it's tolerated by many people with gluten allergies.  But even people who aren't troubled by allergies often prefer this sweet, buttery grain to wheat.","[{'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'wheat berries'}]",Triticum turanicum
403,kamut® brand flakes,,"This has a sweet, nutty flavor and lots of protein.  Though it contains gluten, it's tolerated by many people with gluten allergies.","[{'Carbs': '', 'Calories': '67.5 g', 'Salt': '350 Cals.', 'Fats': '0 mg', 'Cholesterol': '6.3 g', 'Vitamin C': '0 mg', 'Calcium': '0 mg', 'Protein': '50 mg', 'Sugars': '12.5 g', 'Fiber': '0 g', 'Mono fats': '10 g', 'Poly fats': '2.5 g', 'Saturated fats': '2.5 g', 'Name': 'rolled oats'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'rye flakes'}, {'Carbs': None, 'Calories': None, 'Salt': None, 'Fats': None, 'Cholesterol': None, 'Vitamin C': None, 'Calcium': None, 'Protein': None, 'Sugars': None, 'Fiber': None, 'Mono fats': None, 'Poly fats': None, 'Saturated fats': None, 'Name': 'barley flakes'}]",Triticum turanicum
